prediction005_176_1_1_1_500
anzahlfalsche:237
prediction021_176_1_1_3_500
anzahlrichtige:1274
anzahlfalsche:344
Testdata
anzahlrichtige:299
anzahlfalsche:101
Trainingsdata
anzahlrichtige:975
anzahlfalsche:243
prediction021_176_1_1_4_500
anzahlrichtige:1279
anzahlfalsche:339
Testdata
anzahlrichtige:292
anzahlfalsche:110
Trainingsdata
anzahlrichtige:987
anzahlfalsche:229
prediction021_176_1_1_5_500
anzahlrichtige:1280
anzahlfalsche:338
Testdata
anzahlrichtige:301
anzahlfalsche:103
Trainingsdata
anzahlrichtige:979
anzahlfalsche:235
prediction022_176_1_1_1_500
anzahlrichtige:1284
anzahlfalsche:334
Testdata
anzahlrichtige:296
anzahlfalsche:107
Trainingsdata
anzahlrichtige:988
anzahlfalsche:227
prediction022_176_1_1_2_500
anzahlrichtige:1259
anzahlfalsche:359
Testdata
anzahlrichtige:278
anzahlfalsche:125
Trainingsdata
anzahlrichtige:981
anzahlfalsche:234
prediction022_176_1_1_3_500
anzahlrichtige:1267
anzahlfalsche:351
Testdata
anzahlrichtige:293
anzahlfalsche:107
Trainingsdata
anzahlrichtige:974
anzahlfalsche:244
prediction022_176_1_1_4_500
anzahlrichtige:1285
anzahlfalsche:333
Testdata
anzahlrichtige:297
anzahlfalsche:105
Trainingsdata
anzahlrichtige:988
anzahlfalsche:228
prediction022_176_1_1_5_500
anzahlrichtige:1266
anzahlfalsche:352
Testdata
anzahlrichtige:287
anzahlfalsche:117
Trainingsdata
anzahlrichtige:979
anzahlfalsche:235
prediction029_176_1_1_1_500
anzahlrichtige:1053
anzahlfalsche:565
Testdata
anzahlrichtige:259
anzahlfalsche:144
Trainingsdata
anzahlrichtige:794
anzahlfalsche:421
prediction029_176_1_1_2_500
anzahlrichtige:1250
anzahlfalsche:368
Testdata
anzahlrichtige:284
anzahlfalsche:119
Trainingsdata
anzahlrichtige:966
anzahlfalsche:249
prediction029_176_1_1_3_500
anzahlrichtige:1238
anzahlfalsche:380
Testdata
anzahlrichtige:285
anzahlfalsche:115
Trainingsdata
anzahlrichtige:953
anzahlfalsche:265
prediction029_176_1_1_4_500
anzahlrichtige:1288
anzahlfalsche:330
Testdata
anzahlrichtige:291
anzahlfalsche:111
Trainingsdata
anzahlrichtige:997
anzahlfalsche:219
prediction029_176_1_1_5_500
anzahlrichtige:1121
anzahlfalsche:497
Testdata
anzahlrichtige:277
anzahlfalsche:127
Trainingsdata
anzahlrichtige:844
anzahlfalsche:370
prediction030_176_1_1_1_500
anzahlrichtige:1232
anzahlfalsche:386
Testdata
anzahlrichtige:282
anzahlfalsche:121
Trainingsdata
anzahlrichtige:950
anzahlfalsche:265
prediction030_176_1_1_2_500
anzahlrichtige:1275
anzahlfalsche:343
Testdata
anzahlrichtige:295
anzahlfalsche:108
Trainingsdata
anzahlrichtige:980
anzahlfalsche:235
prediction030_176_1_1_3_500
anzahlrichtige:1090
anzahlfalsche:528
Testdata
anzahlrichtige:273
anzahlfalsche:127
Trainingsdata
anzahlrichtige:817
anzahlfalsche:401
prediction030_176_1_1_4_500
anzahlrichtige:1271
anzahlfalsche:347
Testdata
anzahlrichtige:279
anzahlfalsche:123
Trainingsdata
anzahlrichtige:992
anzahlfalsche:224
prediction030_176_1_1_5_500
anzahlrichtige:1267
anzahlfalsche:351
Testdata
anzahlrichtige:293
anzahlfalsche:111
Trainingsdata
anzahlrichtige:974
anzahlfalsche:240
prediction113_176_1_1_1_500
anzahlrichtige:1288
anzahlfalsche:330
Testdata
anzahlrichtige:302
anzahlfalsche:101
Trainingsdata
anzahlrichtige:986
anzahlfalsche:229
